Dates,S5COND Index,S5CONS Index,S5ENRS Index,S5FINL Index,S5HLTH Index,S5INDU Index,S5INFT Index,S5MATR Index,S5TELS Index,S5UTIL Index
1990-10-22,57.0786,65.9,91.24,50.52,79.64,63.43,58.57,61.52,83.68,95.23
1990-10-23,56.5602,65.46,90.15,50.08,79.07,63.11,58.39,61.23,82.89,94.55
1990-10-24,56.2512,65.79,90.26,50.08,79.29,62.66,59.1,61.43,83.17,94.59
1990-10-25,55.5591,65.11,90.15,49.41,78.78,61.99,58.53,61.05,82.86,94.24
1990-10-26,54.1208,63.97,89.51,47.56,77.17,60.89,57.39,59.85,82.01,93.71
1990-10-29,53.5187,63.28,89.13,46.29,75.93,60.65,56.73,59.55,81.43,93.57
1990-10-30,53.4929,64.17,89.78,46.71,75.63,61.3,57.14,59.69,82.45,94.86
1990-10-31,53.7469,64.06,89.97,46.74,74.54,61.03,56.96,59.5,83.47,95.43
1990-11-01,53.9952,64.59,90.97,47.76,74.89,61.52,57.86,59.84,84.68,96.72
1990-11-02,54.9666,65.02,92.13,50.23,76.04,62.68,58.77,60.7,85.45,97.37
1990-11-05,55.7925,65.89,92.13,51.48,77.12,63.42,59.22,60.92,85.45,96.83
1990-11-06,55.401,65.41,91.17,50.83,76.32,62.64,58.84,60.46,84.5,96.06
1990-11-07,54.3339,64.22,89.44,50.12,75.29,61.41,57.72,59.32,82.9,94.36
1990-11-08,54.5554,64.4,90.24,50.78,75.47,61.61,58.52,59.34,83.15,94.82
1990-11-09,55.8968,65.74,92.02,52.08,76.98,62.82,59.85,60.5,84.22,95.94
1990-11-12,57.4568,66.7,91.64,54.58,78.37,64.41,61.57,61.57,85.46,96.52
1990-11-13,57.8518,66.06,90.52,54.66,78.19,64.3,61.18,61.47,83.74,95.34
1990-11-14,58.8331,66.85,90.32,55.35,78.78,64.82,62.03,62.41,84.29,95.01
1990-11-15,57.9245,66.1,89.29,54.65,78.3,64.4,61.12,62.0,83.21,94.31
1990-11-16,57.9085,66.13,89.68,54.66,78.31,64.44,61.66,62.3,81.84,94.63
1990-11-19,58.5922,66.98,89.81,54.71,78.74,64.95,62.23,63.14,82.0,94.79
1990-11-20,57.8934,66.42,89.23,53.37,77.97,63.41,61.31,62.43,81.22,94.13
1990-11-21,57.7876,66.57,89.54,52.75,78.24,63.71,61.6,62.35,81.88,95.02
1990-11-22,57.7876,66.57,89.54,52.75,78.24,63.71,61.6,62.35,81.88,95.02
1990-11-23,57.5566,66.43,89.66,52.48,78.26,63.43,61.08,62.29,81.4,94.63
1990-11-26,57.9505,66.5,90.65,53.58,78.86,63.0,61.52,62.42,81.25,94.87
1990-11-27,58.2846,66.72,91.1,54.32,79.44,63.1,62.08,62.78,81.52,94.7
1990-11-28,58.4199,66.66,91.0,54.24,79.38,63.02,61.91,62.69,81.53,94.88
1990-11-29,58.1152,66.03,90.67,53.64,79.44,62.82,61.86,62.26,81.15,94.49
1990-11-30,58.999,67.4,91.61,54.71,81.41,64.27,62.4,63.8,82.53,96.33
1990-12-03,59.9466,67.92,90.78,55.39,81.81,65.0,64.02,63.95,81.72,96.53
1990-12-04,60.2261,68.47,90.54,56.82,82.24,65.53,64.83,64.19,82.16,97.34
1990-12-05,61.0427,69.2,90.01,59.45,82.5,66.78,65.81,65.17,82.34,97.31
1990-12-06,61.2958,69.29,88.63,58.59,82.46,67.2,64.92,65.56,82.16,96.87
1990-12-07,60.617,69.22,88.52,57.4,82.47,67.02,65.05,65.28,82.39,96.15
1990-12-10,60.8382,69.38,88.77,57.7,82.71,67.03,65.25,66.0,82.94,96.22
1990-12-11,60.216,69.14,88.01,57.15,82.48,66.65,64.23,65.39,82.28,95.6
1990-12-12,61.1114,70.37,87.62,57.98,83.76,67.22,65.33,66.04,83.68,96.38
1990-12-13,60.7476,70.17,88.16,57.64,83.15,66.97,64.59,66.38,83.85,95.89
1990-12-14,59.892,69.38,88.82,56.83,82.13,66.47,63.63,66.25,83.22,95.72
1990-12-17,59.7422,69.21,89.3,56.14,81.79,66.12,63.7,66.05,83.01,95.59
1990-12-18,60.9332,70.07,89.31,57.79,82.4,66.83,64.72,66.6,84.21,96.75
1990-12-19,61.0412,69.79,88.82,58.33,82.2,67.23,64.8,66.92,84.02,96.81
1990-12-20,60.8422,69.86,88.66,58.73,82.02,67.61,65.29,66.92,83.21,96.2
1990-12-21,61.4067,70.02,88.71,58.71,82.33,68.15,65.82,67.04,83.85,97.11
1990-12-24,60.856,69.46,88.99,58.35,82.12,67.73,65.49,66.66,82.8,96.64
1990-12-25,60.856,69.46,88.99,58.35,82.12,67.73,65.49,66.66,82.8,96.64
1990-12-26,60.8019,69.66,90.08,58.56,82.49,67.67,65.41,66.89,82.81,96.9
1990-12-27,60.1658,69.24,89.55,57.59,82.08,67.11,65.01,66.36,82.1,96.63
1990-12-28,60.2835,69.5,89.82,57.35,81.92,67.33,65.02,66.74,81.97,96.46
1990-12-31,60.5674,70.06,90.34,57.56,82.82,67.38,65.01,67.2,82.24,96.17
1991-01-01,60.5674,70.06,90.34,57.56,82.82,67.38,65.01,67.2,82.24,96.17
1991-01-02,60.2507,68.72,89.33,56.73,81.66,66.7,64.82,66.3,81.32,95.3
1991-01-03,59.6856,67.15,88.13,56.1,79.37,65.97,64.55,65.28,80.48,94.93
1991-01-04,59.5741,66.99,87.73,56.21,78.44,65.86,64.4,65.38,80.18,94.91
1991-01-07,58.226,65.71,87.13,54.89,76.62,64.72,63.47,64.53,78.47,93.95
1991-01-08,57.9902,65.8,87.21,54.3,76.91,64.47,62.91,64.39,78.4,94.32
1991-01-09,57.3905,65.01,86.17,53.91,76.22,63.91,62.13,63.26,77.49,93.48
1991-01-10,58.1288,65.74,86.25,54.46,77.17,64.53,62.89,64.18,78.39,93.93
1991-01-11,58.4427,66.09,85.67,54.57,77.52,64.82,62.77,64.56,78.63,93.78
1991-01-14,57.5704,65.38,86.11,53.99,76.83,64.47,61.93,64.01,77.48,92.6
1991-01-15,57.998,65.65,86.32,53.96,77.51,64.84,62.53,63.91,77.47,92.53
1991-01-16,59.001,66.08,86.01,54.17,79.13,65.47,64.37,63.89,77.29,92.09
1991-01-17,61.8494,69.18,86.87,56.3,81.37,68.43,67.1,66.46,81.02,94.27
1991-01-18,62.7924,69.98,87.56,57.5,81.85,69.24,68.4,67.51,82.39,95.26
1991-01-21,62.2334,69.57,86.08,57.82,82.07,69.2,69.11,67.18,82.28,94.99
1991-01-22,61.3681,69.28,86.51,57.88,81.62,68.58,68.2,66.59,79.53,94.41
1991-01-23,62.0256,69.72,88.17,58.27,82.83,68.84,68.61,66.82,77.42,94.5
1991-01-24,62.8318,70.65,88.6,59.31,84.39,70.21,69.73,68.09,78.23,94.95
1991-01-25,63.04,70.65,88.84,59.86,84.28,70.72,70.12,68.49,79.08,94.57
1991-01-28,63.1704,70.26,88.51,59.51,84.14,70.95,71.02,68.39,79.42,94.46
1991-01-29,63.3843,70.05,87.67,59.55,83.98,71.13,71.5,68.43,79.48,94.18
1991-01-30,65.1268,70.92,87.8,60.69,85.56,72.57,73.1,69.84,79.96,93.94
1991-01-31,65.9162,71.48,88.08,61.65,85.7,73.54,73.43,70.58,81.24,94.09
1991-02-01,66.2578,71.1,87.39,62.32,85.13,73.63,73.34,69.96,80.45,93.59
1991-02-04,67.5842,72.12,87.87,65.34,86.42,74.91,74.03,70.51,81.2,93.98
1991-02-05,67.9413,73.05,87.84,66.36,87.65,75.57,74.87,71.23,81.49,94.35
1991-02-06,68.8573,74.63,91.7,67.32,88.79,76.53,75.95,72.73,83.21,95.44
1991-02-07,68.7056,74.04,92.69,66.78,87.73,75.44,75.18,72.08,83.58,96.41
1991-02-08,69.0709,74.82,92.57,67.19,89.45,75.99,75.92,72.72,84.22,97.21
1991-02-11,71.1275,76.78,94.4,69.73,92.22,77.6,77.74,74.79,86.07,98.86
1991-02-12,70.3112,75.8,93.34,69.62,90.93,77.22,77.42,75.01,84.91,98.47
1991-02-13,71.146,76.56,94.24,70.31,91.71,77.54,78.56,75.88,85.77,99.34
1991-02-14,69.8764,75.88,92.58,68.89,91.13,76.75,77.77,74.53,84.77,98.38
1991-02-15,71.0003,77.52,91.85,70.01,93.32,77.87,79.06,75.46,85.9,98.75
1991-02-18,71.0003,77.52,91.85,70.01,93.32,77.87,79.06,75.46,85.9,98.75
1991-02-19,71.2244,78.16,91.66,68.99,93.5,77.57,80.78,75.39,85.53,98.81
1991-02-20,70.0363,77.28,91.87,67.67,92.23,76.5,80.28,74.53,84.04,98.12
1991-02-21,70.0251,78.02,91.48,67.98,92.47,76.19,79.43,74.23,83.6,98.31
1991-02-22,70.2428,78.67,91.47,68.22,93.24,76.56,78.9,73.45,83.34,98.19
1991-02-25,70.4187,79.46,92.03,67.9,94.5,77.02,79.07,73.06,83.4,98.48
1991-02-26,69.3618,78.09,92.31,66.78,93.26,75.94,77.33,72.5,82.73,97.36
1991-02-27,70.2202,78.27,95.74,67.86,94.42,77.2,77.75,73.19,83.58,97.71
1991-02-28,70.5629,77.88,95.48,68.17,93.56,77.33,76.92,73.34,83.13,97.63
1991-03-01,71.522,78.38,95.72,69.82,94.05,78.17,77.91,74.18,83.63,97.7
1991-03-04,71.7407,78.02,94.62,69.69,94.1,77.9,77.93,74.49,82.97,96.84
1991-03-05,73.6161,80.17,95.61,71.11,95.79,79.44,80.63,76.02,83.94,97.34
1991-03-06,73.7304,79.88,95.81,70.78,95.64,79.13,80.77,76.32,83.75,96.34
1991-03-07,73.6959,79.8,96.3,70.52,96.15,78.94,81.2,75.56,83.21,96.06
1991-03-08,73.3745,79.62,96.36,70.12,96.88,78.35,80.73,75.28,83.09,95.54
1991-03-11,72.7498,79.38,95.33,69.95,96.47,78.26,78.88,74.68,83.41,96.07
1991-03-12,72.065,78.62,95.43,69.32,94.92,77.69,77.59,74.28,82.74,96.39
1991-03-13,73.0111,79.8,96.48,70.25,95.77,78.54,79.32,75.08,83.66,96.94
1991-03-14,72.5697,79.94,95.87,69.84,96.99,78.14,78.5,74.79,83.39,96.24
1991-03-15,72.779,80.04,96.13,69.57,96.83,78.0,77.77,74.5,84.12,96.65
1991-03-18,72.583,80.16,94.88,69.54,95.71,77.69,78.12,73.26,84.77,96.49
1991-03-19,71.5171,79.37,95.14,68.4,93.54,76.6,73.56,72.2,83.78,96.08
1991-03-20,71.4938,80.77,95.9,68.2,95.0,75.95,73.01,72.19,83.84,96.64
1991-03-21,70.9514,80.96,95.53,67.93,95.15,75.56,71.86,71.62,83.78,96.67
1991-03-22,71.4952,80.9,96.05,68.11,95.4,75.57,71.82,71.64,83.3,98.03
1991-03-25,72.0073,80.38,97.04,69.31,96.36,75.98,72.68,71.78,83.78,98.85
1991-03-26,73.7967,81.75,97.0,71.89,99.04,77.54,74.04,72.51,84.55,99.47
1991-03-27,73.5734,81.87,95.7,72.13,98.5,77.54,74.13,72.91,84.1,98.81
1991-03-28,73.4017,82.1,95.4,72.0,98.02,77.53,74.17,73.08,84.53,98.89
1991-03-29,73.4017,82.1,95.4,72.0,98.02,77.53,74.17,73.08,84.53,98.89
1991-04-01,72.5298,81.41,94.29,71.07,97.17,76.9,73.12,72.18,83.82,97.73
1991-04-02,74.4275,83.78,95.65,72.71,100.21,78.43,74.35,73.47,85.47,98.92
1991-04-03,74.506,83.27,94.59,73.6,100.17,78.34,74.6,73.56,85.07,98.75
1991-04-04,74.9896,83.67,94.03,74.11,100.57,78.68,75.11,73.52,84.26,98.93
1991-04-05,73.9637,82.55,93.56,73.31,99.22,77.67,74.03,72.53,83.3,98.32
1991-04-08,75.0145,82.8,94.52,73.89,100.17,78.26,74.55,73.48,84.09,98.9
1991-04-09,73.7691,81.7,93.8,72.7,98.73,77.08,73.31,72.42,83.29,97.9
1991-04-10,73.5547,81.48,93.96,72.1,98.43,77.41,73.95,72.09,82.8,98.18
1991-04-11,74.9703,82.06,95.5,73.55,99.88,77.91,74.86,72.5,83.31,99.1
1991-04-12,75.7032,82.57,97.39,73.41,100.45,78.17,75.02,72.94,84.25,99.59
1991-04-15,75.5871,83.28,98.07,73.62,100.83,78.1,73.85,73.51,84.25,99.75
1991-04-16,76.7552,84.85,99.13,76.09,102.98,79.28,75.24,74.45,85.38,100.53
1991-04-17,77.3485,84.81,99.34,77.28,103.61,80.26,75.75,75.94,86.07,100.47
1991-04-18,77.2235,83.91,98.73,76.54,102.87,80.36,75.61,76.36,85.23,99.23
1991-04-19,76.6105,82.46,98.48,75.14,100.87,79.65,74.98,75.76,84.74,97.97
1991-04-22,75.7638,81.78,98.16,74.35,99.39,79.01,74.67,74.8,84.43,97.34
1991-04-23,75.8593,81.69,99.11,74.58,99.31,79.14,75.11,75.16,84.07,97.57
1991-04-24,76.6841,81.63,99.39,74.66,98.52,79.13,75.61,75.95,84.43,97.91
1991-04-25,75.61,80.77,97.93,73.75,98.94,78.51,74.49,75.18,84.12,97.31
1991-04-26,75.3582,81.04,97.82,73.54,98.94,78.29,74.08,75.34,84.36,97.52
1991-04-29,73.8767,79.68,97.15,72.35,97.31,77.14,72.64,74.78,83.33,96.87
1991-04-30,74.1629,80.43,97.83,72.36,97.44,77.5,71.56,75.26,84.26,97.89
1991-05-01,75.2314,81.75,98.85,73.48,99.96,78.57,70.98,76.3,84.87,98.8
1991-05-02,75.5267,81.66,98.35,74.07,100.07,78.78,71.58,76.55,84.04,98.37
1991-05-03,75.7916,81.99,98.42,73.38,100.53,79.01,70.76,76.78,84.06,98.23
1991-05-06,75.6011,81.57,98.16,73.39,100.51,79.0,70.88,76.75,83.68,97.95
1991-05-07,74.9706,80.91,97.51,72.8,100.29,78.74,70.17,75.91,82.37,97.71
1991-05-08,75.2371,80.99,98.22,72.87,100.29,78.92,71.12,76.38,81.96,98.37
1991-05-09,76.5731,81.86,99.43,73.57,102.17,79.96,72.95,77.06,81.96,98.65
1991-05-10,74.984,80.37,97.16,71.97,100.5,78.45,71.67,75.86,79.78,97.14
1991-05-13,75.4495,80.49,96.59,71.27,100.84,78.68,72.64,76.34,80.85,97.28
1991-05-14,74.3446,79.34,94.6,70.3,99.47,77.66,72.11,75.55,79.92,96.39
1991-05-15,73.6482,78.8,94.48,70.14,97.95,77.08,69.2,74.89,80.0,96.61
1991-05-16,74.2674,79.96,95.43,70.8,99.46,77.69,69.83,75.35,80.49,97.14
1991-05-17,74.3266,80.06,95.34,70.84,99.38,77.82,69.73,75.2,80.69,97.54
1991-05-20,74.1404,80.18,95.23,70.83,100.44,77.65,69.1,75.51,80.09,97.38
1991-05-21,75.1732,80.93,95.52,71.5,102.53,77.9,68.78,76.12,80.75,97.62
1991-05-22,75.4016,81.13,94.97,72.01,103.24,77.82,70.47,76.05,80.31,97.58
1991-05-23,75.1697,81.01,94.33,71.96,102.72,77.87,70.82,75.59,79.57,96.95
1991-05-24,75.8608,81.59,94.69,72.96,102.58,78.5,71.32,76.55,80.18,96.85
1991-05-27,75.8608,81.59,94.69,72.96,102.58,78.5,71.32,76.55,80.18,96.85
1991-05-28,76.9669,82.45,95.23,73.99,103.79,79.55,72.07,78.7,80.47,97.34
1991-05-29,77.5045,82.33,95.11,74.21,103.39,80.13,71.99,79.22,80.97,97.2
1991-05-30,78.5914,82.78,95.51,75.15,102.81,82.1,72.47,80.88,82.7,97.66
1991-05-31,79.974,82.83,96.15,75.76,101.18,83.73,73.85,82.25,82.85,97.31
1991-06-03,79.8672,81.66,96.74,75.44,99.05,83.94,74.07,82.68,81.61,96.81
1991-06-04,79.4966,81.67,96.36,76.35,99.59,83.84,73.75,82.29,81.14,96.67
1991-06-05,78.8088,81.14,95.46,76.06,99.68,83.2,72.5,82.0,80.33,96.28
1991-06-06,78.3297,80.84,95.84,75.98,98.74,82.62,72.09,81.66,80.32,96.02
1991-06-07,77.3358,80.14,94.67,74.98,97.62,81.68,71.08,80.86,79.7,95.44
1991-06-10,77.0825,80.0,94.82,74.47,97.23,81.37,70.81,80.67,79.87,95.46
1991-06-11,78.0503,80.39,95.0,74.68,98.28,81.88,70.94,81.23,80.53,96.07
1991-06-12,76.9244,79.63,93.46,73.46,97.82,80.99,70.06,80.22,79.78,95.3
1991-06-13,77.1779,80.03,93.54,73.49,97.45,81.27,69.82,80.7,80.39,96.03
1991-06-14,78.322,81.16,94.13,73.81,99.42,82.29,69.93,81.96,81.99,96.71
1991-06-17,77.9104,80.79,93.21,73.29,98.66,81.72,69.59,82.38,81.5,96.11
1991-06-18,77.4331,80.24,92.52,73.23,97.94,81.62,69.74,82.35,81.33,95.64
1991-06-19,76.7325,79.52,91.42,72.63,97.07,80.92,69.43,81.77,80.59,93.99
1991-06-20,76.9704,79.43,91.92,72.69,97.95,80.52,68.8,81.71,80.59,94.37
1991-06-21,77.5794,79.77,92.72,73.11,98.5,81.03,68.82,82.3,81.15,94.93
1991-06-24,75.4519,78.86,91.77,71.63,96.77,79.35,67.36,80.2,79.9,94.26
1991-06-25,75.4284,78.26,91.72,70.55,97.45,79.26,67.82,79.73,80.92,94.46
1991-06-26,75.6388,78.51,92.07,70.83,97.43,79.18,68.15,79.86,81.55,94.52
1991-06-27,76.3697,78.87,92.48,71.13,98.4,79.99,67.83,80.64,82.94,95.14
1991-06-28,75.4513,78.32,91.54,70.63,96.91,79.4,67.54,79.93,82.78,94.37
1991-07-01,76.9057,79.89,93.38,71.62,99.14,80.69,68.49,81.37,84.45,95.38
1991-07-02,77.1395,80.07,92.21,71.26,99.27,80.6,68.24,81.79,84.28,95.33
1991-07-03,76.4022,79.4,90.51,70.21,98.21,79.68,67.54,81.3,83.43,94.57
1991-07-04,76.4022,79.4,90.51,70.21,98.21,79.68,67.54,81.3,83.43,94.57
1991-07-05,76.5735,79.49,90.46,70.56,98.78,79.88,67.89,81.54,83.02,94.68
1991-07-08,77.6643,80.43,91.91,71.11,99.52,80.51,69.41,81.93,83.35,95.08
1991-07-09,77.4942,79.87,91.07,71.42,98.7,80.16,69.23,81.61,82.74,94.57
1991-07-10,77.4703,79.52,91.13,71.61,98.68,80.07,69.07,81.38,82.76,94.34
1991-07-11,77.9973,79.69,91.52,71.66,98.77,80.33,68.84,81.67,83.28,94.89
1991-07-12,78.5645,80.86,93.15,72.54,99.65,80.35,69.51,82.34,83.18,95.63
1991-07-15,78.8839,81.48,93.97,74.17,100.42,80.36,70.06,82.43,82.64,95.89
1991-07-16,78.75,81.26,94.64,74.13,100.27,80.24,68.86,82.38,81.71,95.67
1991-07-17,78.5924,80.67,96.39,73.93,100.16,79.67,68.48,82.09,81.68,95.9
1991-07-18,79.0581,81.71,97.14,74.86,101.08,80.86,69.53,82.9,82.92,96.72
1991-07-19,78.8476,81.18,97.11,74.46,100.69,80.62,70.15,82.57,82.62,96.18
1991-07-22,78.3135,80.81,96.81,73.69,100.48,80.54,70.06,82.42,82.46,96.34
1991-07-23,77.5594,80.17,95.29,73.29,99.35,79.71,69.03,81.97,82.26,96.17
1991-07-24,77.0318,80.39,95.22,72.85,99.79,78.99,69.01,81.47,82.55,96.34
1991-07-25,77.6811,80.93,95.32,73.25,100.63,79.6,69.58,82.02,82.64,96.95
1991-07-26,77.4081,80.78,94.92,73.1,101.1,79.55,69.43,81.98,83.47,97.44
1991-07-29,77.5989,81.38,96.0,73.24,102.6,79.7,69.9,81.99,83.61,98.36
1991-07-30,78.4078,82.62,96.93,73.8,103.81,80.48,70.22,82.75,83.8,98.47
1991-07-31,78.6102,83.1,96.82,74.48,104.52,80.49,70.19,82.93,84.27,97.96
1991-08-01,78.3832,83.17,96.95,74.64,104.54,80.1,70.84,82.32,83.37,97.36
1991-08-02,78.2709,83.43,96.25,74.49,105.14,80.02,70.73,82.06,83.79,98.04
1991-08-05,77.6943,83.29,96.01,74.24,104.53,79.33,70.26,81.16,83.14,98.02
1991-08-06,78.9691,84.99,97.43,75.32,106.0,80.24,70.8,82.21,84.38,98.99
1991-08-07,79.1956,85.13,96.89,75.43,106.09,80.47,70.04,82.24,84.03,99.31
1991-08-08,79.4476,84.61,95.79,75.25,105.49,80.41,69.77,82.19,83.87,99.27
1991-08-09,78.8587,84.32,94.91,74.92,105.06,80.1,69.27,81.3,83.56,98.93
1991-08-12,79.1921,84.43,94.7,76.53,105.25,79.88,69.41,81.17,83.68,99.04
1991-08-13,79.9521,84.98,94.57,77.9,105.55,79.92,69.91,80.85,83.39,99.41
1991-08-14,80.1391,85.41,94.06,78.27,105.42,79.74,70.31,80.71,83.5,99.46
1991-08-15,79.4222,85.46,94.11,77.64,105.6,79.65,69.82,80.86,84.07,99.61
1991-08-16,78.4143,84.9,93.89,76.97,104.5,78.96,68.34,79.92,82.82,99.03
1991-08-19,76.0518,82.75,93.25,74.76,101.93,76.95,66.74,77.68,80.7,97.48
1991-08-20,76.5663,83.75,93.71,75.77,102.53,77.36,67.23,77.99,81.46,98.52
1991-08-21,79.4549,86.39,95.45,77.97,105.99,79.93,68.71,80.44,83.58,100.33
1991-08-22,79.2907,86.83,95.89,77.59,105.85,80.36,68.49,81.24,83.68,100.56
1991-08-23,80.136,87.09,96.35,77.54,106.22,81.65,68.96,82.7,84.31,100.49
1991-08-26,80.0117,86.7,96.2,77.49,106.47,81.49,69.06,82.99,84.34,100.37
1991-08-27,79.881,86.42,96.41,77.07,106.59,81.0,69.33,82.46,84.24,100.28
1991-08-28,80.7976,87.37,97.46,77.74,107.94,81.62,69.26,82.96,84.84,101.12
1991-08-29,80.6183,87.56,97.27,77.71,108.27,81.55,69.76,82.8,84.31,100.84
1991-08-30,80.4549,87.34,96.98,77.44,107.26,81.55,69.75,82.31,84.57,100.7
1991-09-02,80.4549,87.34,96.98,77.44,107.26,81.55,69.75,82.31,84.57,100.7
1991-09-03,79.3016,86.53,96.54,76.79,106.28,80.55,69.68,81.48,84.65,100.24
1991-09-04,78.7346,85.88,96.37,76.46,105.32,80.15,69.31,80.72,84.39,100.32
1991-09-05,78.3208,85.04,96.81,76.31,105.37,80.09,68.73,80.89,84.45,100.22
1991-09-06,78.1784,84.91,96.91,76.69,105.89,79.67,69.03,80.75,84.26,100.3
1991-09-09,78.0293,84.84,96.58,76.73,105.89,79.36,69.52,80.49,83.91,100.43
1991-09-10,77.2051,83.71,95.79,75.81,105.08,78.61,68.42,79.4,83.09,100.14
1991-09-11,77.2266,83.81,96.07,75.73,105.37,78.64,68.78,79.22,83.32,100.51
1991-09-12,77.8859,84.42,96.01,76.24,106.22,78.84,69.92,79.35,84.19,100.51
1991-09-13,77.3715,83.61,95.14,75.52,105.27,77.93,68.08,78.85,83.33,100.22
1991-09-16,77.9093,84.11,96.0,75.57,105.87,78.56,67.84,79.36,83.65,100.98
1991-09-17,77.8778,84.03,95.77,75.64,106.35,78.15,68.22,79.1,83.46,100.9
1991-09-18,78.163,84.56,95.83,76.05,106.8,78.28,68.75,79.35,83.69,101.23
1991-09-19,78.4985,84.45,95.69,76.54,107.16,78.39,68.69,79.45,84.01,101.03
1991-09-20,78.7446,84.44,95.06,77.01,107.53,78.69,68.57,79.45,83.8,101.37
1991-09-23,78.5243,83.76,94.82,76.36,106.37,78.3,68.37,78.98,83.71,101.33
1991-09-24,78.795,84.1,95.55,76.73,106.82,79.09,69.11,79.35,82.95,101.73
1991-09-25,78.3301,83.91,95.46,76.49,106.16,78.92,69.12,79.55,82.94,102.08
1991-09-26,78.2072,83.75,95.17,76.43,105.59,78.95,69.29,79.36,83.24,102.46
1991-09-27,78.2643,83.96,95.23,76.52,104.62,78.74,68.37,79.15,83.03,103.06
1991-09-30,78.4398,84.31,95.7,76.9,105.5,79.09,68.71,79.4,83.58,104.08
1991-10-01,78.5377,85.11,96.22,77.25,106.22,79.26,68.24,78.92,83.98,104.54
1991-10-02,78.3434,84.8,96.29,77.18,106.15,79.0,67.61,78.69,83.5,104.79
1991-10-03,77.6412,83.92,95.78,75.73,105.24,78.04,66.15,78.3,82.95,104.49
1991-10-04,77.0379,83.25,95.33,74.97,104.45,77.37,65.89,77.6,81.18,104.26
1991-10-07,76.7047,83.02,95.29,74.14,103.71,76.61,66.07,77.07,81.19,104.02
1991-10-08,77.0023,83.15,95.75,74.31,103.73,76.85,65.8,77.07,82.26,104.41
1991-10-09,75.4223,82.56,95.3,73.15,103.02,76.1,65.43,76.72,81.12,103.45
1991-10-10,76.1377,83.06,96.13,74.26,103.76,77.1,67.15,77.21,82.25,103.34
1991-10-11,76.3989,83.34,96.43,74.73,103.87,77.04,67.22,77.55,82.25,103.5
1991-10-14,77.5088,84.19,98.44,75.71,104.77,77.97,68.33,78.93,83.09,104.31
1991-10-15,78.4021,84.91,98.55,77.26,106.36,79.45,70.15,79.77,83.54,104.63
1991-10-16,78.9402,84.78,98.59,77.5,106.89,80.4,70.22,81.29,83.65,104.38
1991-10-17,78.5702,84.5,98.88,77.01,106.94,80.84,68.99,81.28,82.96,104.17
1991-10-18,78.9408,84.15,99.11,77.21,106.79,80.96,69.38,81.84,82.96,104.26
1991-10-21,78.2778,83.36,98.98,76.21,105.64,80.73,69.25,81.48,82.79,103.58
1991-10-22,77.048,82.39,98.42,75.8,106.22,80.48,68.91,81.32,82.51,103.36
1991-10-23,76.5703,82.52,97.54,75.64,107.8,80.63,69.06,81.23,82.6,103.54
1991-10-24,76.0774,82.15,96.67,75.0,106.91,79.81,68.57,80.48,81.89,103.51
1991-10-25,75.8486,82.35,96.34,74.58,106.41,79.19,68.23,80.2,82.42,104.06
1991-10-28,76.9663,83.4,97.71,76.03,108.73,80.29,68.35,80.91,83.57,104.78
1991-10-29,77.3088,83.98,97.84,76.76,108.95,80.69,68.97,81.12,84.35,105.0
1991-10-30,77.4907,84.32,97.47,77.91,109.34,80.81,69.48,81.6,84.64,105.56
1991-10-31,76.9746,84.2,97.09,77.64,110.65,80.67,68.63,81.59,84.94,105.3
1991-11-01,76.4756,83.99,96.66,77.18,111.09,80.39,68.43,81.12,84.92,105.21
1991-11-04,76.0668,83.86,97.54,76.59,110.75,80.19,67.59,80.75,84.63,104.9
1991-11-05,75.7417,83.72,97.02,76.18,110.5,79.62,67.25,80.45,84.39,104.74
1991-11-06,76.2397,84.18,96.87,76.58,110.07,79.91,67.39,80.69,85.04,105.34
1991-11-07,78.252,84.81,96.74,78.05,109.98,80.29,68.64,81.06,85.76,106.89
1991-11-08,78.2334,84.85,95.98,77.96,109.51,80.17,69.05,80.97,85.35,106.42
1991-11-11,77.8555,85.17,95.75,78.32,110.37,80.07,69.14,80.79,85.35,106.31
1991-11-12,79.0026,86.34,95.9,78.85,112.18,80.64,69.57,81.15,85.82,107.18
1991-11-13,79.3952,86.8,95.63,78.93,112.25,80.91,69.69,80.97,85.68,107.42
1991-11-14,79.3245,87.08,95.28,78.89,112.02,80.87,69.95,80.35,85.85,107.36
1991-11-15,75.7072,84.18,92.43,75.49,107.06,78.24,66.69,77.66,82.85,105.52
1991-11-18,76.5188,85.08,93.35,75.71,108.81,78.27,67.32,77.54,82.7,105.89
1991-11-19,75.1468,83.7,92.58,74.17,107.25,77.06,66.82,76.22,81.2,104.48
1991-11-20,74.7447,83.31,91.8,73.76,108.18,76.53,66.32,76.46,81.67,104.71
1991-11-21,75.0337,84.11,91.74,73.93,108.78,76.59,66.5,76.39,82.54,105.22
1991-11-22,74.3782,83.75,90.07,73.13,107.63,75.9,66.05,75.6,81.15,104.26
1991-11-25,74.1783,83.86,89.46,72.97,107.0,75.79,66.09,75.01,81.3,104.67
1991-11-26,75.2401,85.13,89.26,73.35,106.35,76.29,67.26,75.48,81.61,105.98
1991-11-27,74.7773,84.49,89.17,72.78,106.72,76.0,66.13,75.25,81.22,107.06
1991-11-28,74.7773,84.49,89.17,72.78,106.72,76.0,66.13,75.25,81.22,107.06
1991-11-29,74.4579,84.1,88.8,72.29,107.22,75.61,65.4,74.8,81.31,106.79
